record_id,pump_id,timestamp,temperature,vibration,current,rpm,pressure,well_id,pump_type,failure_date,failure_type,has_failure,temperature_ma6,temperature_rate,vibration_ma6,vibration_rate,current_ma6,current_rate,rpm_ma6,rpm_rate,pressure_ma6,pressure_rate,hour,day_of_week
43,3,2025-10-03 06:00:00,75.1,5.0,57.4,1460.0,118.8,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,73.10000000000001,1.4864864864864789,3.8333333333333335,16.279069767441865,56.31666666666667,1.0563380281690167,1451.5,0.27472527472527475,117.86666666666667,0.422654268808115,6,4
44,3,2025-10-03 09:00:00,76.5,5.6,58.0,1465.0,119.3,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,73.89999999999999,1.8641810918775044,4.249999999999999,11.999999999999993,56.71666666666667,1.0452961672473893,1454.8333333333333,0.3424657534246575,118.21666666666665,0.42087542087542085,9,4
45,3,2025-10-03 12:00:00,77.8,6.2,58.5,1470.0,119.8,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,74.86666666666666,1.6993464052287546,4.733333333333333,10.714285714285724,57.166666666666664,0.8620689655172413,1458.6666666666667,0.3412969283276451,118.61666666666666,0.4191114836546521,12,4
46,3,2025-10-03 15:00:00,79.0,7.0,59.0,1474.0,120.3,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,75.93333333333334,1.542416452442163,5.316666666666666,12.90322580645161,57.666666666666664,0.8547008547008548,1462.8333333333333,0.27210884353741494,119.06666666666666,0.41736227045075125,15,4
47,3,2025-10-03 18:00:00,80.2,8.1,59.5,1478.0,120.8,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,77.10000000000001,1.5189873417721556,6.033333333333334,15.714285714285708,58.199999999999996,0.847457627118644,1467.1666666666667,0.27137042062415195,119.55,0.41562759767248547,18,4
48,3,2025-10-03 21:00:00,81.4,9.4,60.0,1480.0,121.2,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,1,78.33333333333333,1.496259351620951,6.883333333333333,16.049382716049394,58.73333333333334,0.8403361344537815,1471.1666666666667,0.13531799729364005,120.03333333333335,0.3311258278145743,21,4
65,5,2025-10-03 00:00:00,80.8,10.4,62.3,1513.0,124.6,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,77.88333333333334,1.507537688442215,7.983333333333334,11.827956989247307,61.04999999999999,0.6462035541195453,1503.6666666666667,0.1986754966887417,123.51666666666667,0.24135156878519484,0,4
66,5,2025-10-03 03:00:00,82.0,11.6,62.8,1516.0,124.9,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,79.0,1.4851485148514887,8.933333333333332,11.538461538461531,61.56666666666666,0.8025682182985555,1507.5,0.19828155981493722,123.94999999999999,0.24077046548957576,3,4
67,5,2025-10-03 06:00:00,83.1,12.9,63.3,1519.0,125.2,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,80.18333333333334,1.3414634146341393,9.983333333333334,11.206896551724146,62.083333333333336,0.7961783439490446,1511.0,0.1978891820580475,124.35000000000001,0.24019215372297611,6,4
68,5,2025-10-03 09:00:00,84.3,14.3,63.8,1522.0,125.5,5,ESP-450,2025-10-04 08:00:00,Electrical fault,1,81.36666666666666,1.4440433212996424,11.133333333333333,10.852713178294577,62.583333333333336,0.7898894154818327,1514.3333333333333,0.19749835418038184,124.71666666666668,0.23961661341852808,9,4
69,5,2025-10-03 12:00:00,85.5,15.8,64.2,1525.0,125.8,5,ESP-450,2025-10-04 08:00:00,Electrical fault,1,82.55,1.4234875444839892,12.383333333333333,10.48951048951049,63.050000000000004,0.6269592476489118,1517.5,0.19710906701708278,125.05,0.23904382470119295,12,4
70,5,2025-10-03 15:00:00,86.8,17.3,64.6,1528.0,126.0,5,ESP-450,2025-10-04 08:00:00,Electrical fault,1,83.75,1.5204678362573065,13.716666666666669,9.493670886075948,63.49999999999999,0.6230529595015444,1520.5,0.19672131147540983,125.33333333333333,0.15898251192369067,15,4
71,5,2025-10-03 18:00:00,88.0,18.9,65.1,1531.0,126.3,5,ESP-450,2025-10-04 08:00:00,Electrical fault,1,84.95,1.3824884792626762,15.133333333333333,9.248554913294784,63.96666666666667,0.7739938080495357,1523.5,0.1963350785340314,125.61666666666666,0.2380952380952358,18,4
72,5,2025-10-03 21:00:00,89.3,20.5,65.5,1534.0,126.6,5,ESP-450,2025-10-04 08:00:00,Electrical fault,1,86.16666666666667,1.4772727272727242,16.616666666666667,8.465608465608474,64.41666666666667,0.6144393241167523,1526.5,0.1959503592423253,125.89999999999999,0.2375296912113992,21,4
